0.000000,641.922866
0.100000,571.442783
0.200000,591.015941
0.300000,598.944534
0.400000,584.427535
0.500000,610.384158
0.600000,599.162765
0.700000,604.337364
0.800000,597.879498
0.900000,586.410036
1.000000,605.822863
1.100000,604.598494
1.200000,601.670540
1.300000,584.443587
1.400000,617.744575
1.500000,582.577587
1.600000,576.922453
1.700000,618.210963
1.800000,618.721464
1.900000,606.479968
2.000000,608.213642
2.100000,648.539717
2.200000,578.831404
2.300000,673.140745
2.400000,593.960589
2.500000,593.872404
2.600000,606.260963
2.700000,625.060926
2.800000,557.275688
2.900000,591.133078
3.000000,611.026465
3.100000,621.956230
3.200000,607.266312
3.300000,577.519893
3.400000,605.284357
3.500000,658.566578
3.600000,609.350855
3.700000,625.075515
3.800000,557.829666
3.900000,621.504747
4.000000,583.204068
4.100000,600.562911
4.200000,581.163572
4.300000,625.803914
4.400000,608.212929
4.500000,618.721532
4.600000,596.467167
4.700000,571.413406
4.800000,599.134751
4.900000,630.176870
5.000000,580.318158
5.100000,597.150769
5.200000,579.719968
5.300000,594.995701
5.400000,603.592790
5.500000,559.433027
5.600000,534.190123
5.700000,598.216718
5.800000,567.769220
5.900000,662.239301
6.000000,586.497392
6.100000,634.475716
6.200000,626.532621
6.300000,575.990119
6.400000,595.665567
6.500000,580.755015
6.600000,583.743323
6.700000,599.863057
6.800000,607.178508
6.900000,617.540726
7.000000,632.522710
7.100000,601.873803
7.200000,617.205687
7.300000,603.462621
7.400000,561.750007
7.500000,585.098133
7.600000,601.057648
7.700000,589.500045
7.800000,595.169691
7.900000,593.726175
8.000000,617.307335
8.100000,595.432532
8.200000,602.617301
8.300000,634.723568
8.400000,613.707898
8.500000,597.676078
8.600000,592.516695
8.700000,600.810915
8.800000,606.275335
8.900000,597.953358
9.000000,592.705707
9.100000,579.094687
9.200000,570.014137
9.300000,592.255442
9.400000,565.058943
9.500000,611.316949
9.600000,586.497964
9.700000,556.299447
9.800000,622.350693
9.900000,605.386026
10.000000,608.782344
10.100000,582.008420
10.200000,587.969920
10.300000,565.495722
10.400000,552.233095
10.500000,639.620241
10.600000,591.278236
10.700000,573.292877
10.800000,572.083735
10.900000,614.233486
11.000000,594.411870
11.100000,589.368448
11.200000,611.375412
11.300000,620.514569
11.400000,602.836590
11.500000,627.509553
11.600000,610.793631
11.700000,603.069037
11.800000,576.616052
11.900000,600.940661
12.000000,635.291645
12.100000,492.770151
12.200000,593.930603
12.300000,616.462892
12.400000,588.378015
12.500000,622.423068
12.600000,585.012030
12.700000,615.981768
12.800000,566.676701
12.900000,572.608672
13.000000,590.870517
13.100000,602.062775
13.200000,598.012518
13.300000,601.845007
13.400000,565.437881
13.500000,576.601957
13.600000,612.992926
13.700000,599.892098
13.800000,602.704791
13.900000,596.423137
14.000000,572.171607
14.100000,597.077870
14.200000,628.340221
14.300000,602.456264
14.400000,603.097249
14.500000,600.167650
14.600000,586.701200
14.700000,558.266946
14.800000,612.759772
14.900000,625.410303
15.000000,592.632956
15.100000,569.284832
15.200000,622.773331
